Full Name	Stage Name	Korean Name	Korean Stage Name	Birthday	Group	Country	Gender
Yeju	Kim Yeju	김예주	예주	2004-02-01	ICHILLIN'	South Korea	F
Yejun	Oh Yejun	오예준	예준	2002-08-23	E'LAST	South Korea	M
Yel	Han Shinyoung	한신영	옐	2004-12-25	H1-KEY	South Korea	F
Yellow	Kim Eunbi	김은비	노랑	1993-05-05	Pungdeng-E	South Korea	F
Yena	Yang Yena	양예나	예나	2000-05-22	APRIL	South Korea	F
Yena	Jeong Yena	정예나	예나	2000-04-10	G-reyish	South Korea	F
Yena	Choi Yena	최예나	예나	1999-09-29	IZ*ONE	South Korea	F
Yenny	Park Yeeun	박예은	예은	1989-05-26	Wonder Girls	South Korea	F
Yeo One	Yeon Changgu	여창구	여원	1996-03-27	PENTAGON	South Korea	M
Yeoeun	Jung Jieun	정지은	여은	1990-01-25	MELODYDAY	South Korea	F
Yeojin	Im Yeojin	임여진	여진	2002-11-11	Loossemble	South Korea	F
Yeonggwang	Ahn Youngjun	안영준	영광	1997-09-22	VANNER	South Korea	M
Yeonha	Ahn Yeonji	안연지	연하	2000-05-19	P.O.P	South Korea	F
Yeonhee	Kim Yeonhee	김연희	연희	2000-12-06	Rocket Punch	South Korea	F
Yeonho	Ju Yeonho	주연호	연호	2000-05-31	Verivery	South Korea	M
Yeonjae	Choi Yeonjae	최연재	연재	2000-12-06	mimiirose	South Korea	F
Yeonje	Yang Yeonje	양연제	혜성	1999-10-15	ALICE	South Korea	F
Yeonji	Kwak Yeonji	곽연지	연지	2008-01-08	tripleS	South Korea	F
Yeonjoo	Song Yeonjoo	정연주	연주	1997-06-26	P.O.P	South Korea	F
Yeonjun	Choi Yeonjun	최연준	연준	1999-09-13	TXT	South Korea	M
Yeonjung	Yu Yeonjung	유연정	연정	1999-08-03	WJSN	South Korea	F
Yeonkyu	Kim Yeonkyu	김연규	연규	2004-05-03	ATBO	South Korea	M
Yeonseo	Ryu Yeonseo	류연서	연서	2004-09-26	We;Na	South Korea	F
Yeonsu	Ryu Yeonsu	류연수	연수	2003-02-19	ADYA	South Korea	F
Yeontae	Jeong Yeontae	정연태	연태	1992-07-06	IN2IT	South Korea	M
Yeonwoo	Lee Dabin	이다빈	연우	1996-08-01		South Korea	F
Yeoreum	Lee Jinsook	이진숙	여름	1999-01-10	WJSN	South Korea	F
Yeoreum	Ahn Chaeyeon	안채연	여름	1996-06-04	Hello Venus	South Korea	F
Yeori	Kim Soyeon	김소연	여리	1994-05-30	Gate9	South Korea	F
Yeori	Choi Yeori	최여리	여리	1999-09-08	ARIAZ	South Korea	F
Yeosang	Kang Yeosang	강여상	여상	1999-06-15	ATEEZ	South Korea	M
Yeoun	Lee Kyeongbin	이경빈	여운	1997-09-03	ARGON	South Korea	M
Yeowool	Ha Yeowool	하여울	여울	1998-04-11	Purplebeck	South Korea	F
Yeram	Yang Yeram	양예람	예람	2000-03-31	Astin	South Korea	M
Yeri	Kim Yerim	김예림	예리	1999-03-05	Red Velvet	South Korea	F
Yerim	Jeong Yerim	정예림	예림	1997-03-10	Purplebeck	South Korea	F
Yerin	Baek Yerin	백예린	백예린	1997-06-26	15&	South Korea	F
Yerin	Jung Yerin	정예린	예린	1996-08-19	Gfriend	South Korea	F
Yeryung			예령	2002-06-22	Lusty	South Korea	F
Yeseo	Kang Yeseo	강예서	예서	2005-08-22	Kep1er	South Korea	F
Yeseul	Kim Yeseul	김예슬	예슬	2004-03-24	Hi-L	South Korea	F
Yeso	Lee Yeso	이예소	예소	2001-11-13	G-reyish	South Korea	F
Yesung	Kim Jongwoon	김종운	예성	1984-08-24	Super Junior	South Korea	M
Yeum	Jung Myeongwoo	정명우	예음	2001-11-19	PRIMROSE	South Korea	F
Yewang	Seo Yewang	서예왕	예왕	2005-03-12	EPEX	South Korea	M
Yewon	Park Yewon	박예원	예원	2004-01-11	HOT ISSUE	South Korea	F
Yewon	Han Yewon	한예원	예원	2003-02-07	mimiirose	South Korea	F
Yezi	Lee Yeji	이예지	예지	1994-08-26	Fiestar	South Korea	F
Yibo	Wang Yibo	왕이보	이보	1997-08-05	UNIQ	China	M
Yijeong	Jang Yijeong	장이정	이정	1993-09-10	HISTORY	South Korea	M
Yiren	Wang Yiren	왕이런	이런	2000-12-29	Everglow	China	F
Yixuan	Zhou Yixuan	조이쉔	이쉔	1990-12-11	UNIQ	China	M
Yiyeon	Jung Dasol	정다솔	이연	1995-05-28	BVNDIT	South Korea	F
Yoel	Kim Yoel	킴요엘	요엘	2001-01-25	AIMERS	South Korea	M
Yohan	Kim Yohan	김요한	요한	1999-09-22	WEi	South Korea	M
Yonggeun	Jo Yonggeun	조용근	용근	1995-01-23	D1CE	South Korea	M
Yongguk	Bang Yongguk	방용국	용국	1990-03-31	B.A.P	South Korea	M
Yongha	Yoo Yongha	유용하	용하	1999-01-11	WEi	South Korea	M
Yonghee	Kim Yonghee	김용희	용희	2000-02-17	CIX	South Korea	M
Yonghoon	Jin Yonghoon	진용훈	용훈	1994-08-17	Onewe	South Korea	M
Yonghwa	Jung Yonghwa	정용화	용화	1989-06-22	CNBLUE	South Korea	M
Yongseok	Kim Yongseok	김용석	용석	1993-01-08	CROSS GENE	South Korea	M
Yongseok	Choi Yongseok	최용석	용석	1996-05-23	CHECKMATE	South Korea	M
Yongseung	Kim Yongseung	김용승	용승	2000-06-17	Verivery	South Korea	M
Yooa	Yoo Siah	유시아	유아	1995-09-17	Oh My Girl	South Korea	F
Yoochun	Park Yoochun	박유천	유천	1986-07-04	JYJ	South Korea	M
Yoohyeon	Kim Yoohyeon	김유현	유현	1997-01-07	Dreamcatcher	South Korea	F
Yoojin	Jang Yoojin	정유진	유진	1992-09-14		South Korea	F
Yoojin	Ahn Yoojin	안유진	유진	2000-02-29	ARTBEAT	South Korea	F
Yoojun	Jun Yoojun	정유준	유준	1995-07-26	D1CE	South Korea	M
Yoojun	Jung Gun	정건	유준	2000-12-27	BAE173	South Korea	M
Yoojung	Choi Yoojung	최유정	유정	1999-11-12	Weki Meki	South Korea	F
Yoojung	Lee Taeyeop	이태엽	유정	1997-05-19	OnlyOneOf	South Korea	M
Yookyung	Seo Yookyung	서유경	유경	1993-03-15		South Korea	F
Yoomin	Na Yoomin	나유민	유민	1993-08-29	MELODYDAY	South Korea	F
Yoon	Heo Yoon	허윤	윤	1994-09-23	4TEN	South Korea	F
Yoon	Kang Seungyoon	강승윤	승윤	1994-01-21	WINNER	South Korea	M
Yoon	Ji Hayoon	지하윤	윤	1997-07-08	Gate9	South Korea	F
Yoon	Shim Jayoon	심자윤	윤	2004-04-14	STAYC	South Korea	F
Yoona	Im Yoona	임윤아 	윤아	1990-05-30	SNSD	South Korea	F
Yoona	Ogura Yuuna	오구라 유우나	유우나	2000-10-13	bugAboo	Japan	F
Yoonbin	Ha Yoonbin	하윤빈	윤빈	2000-12-11		South Korea	M
Yoonhye	Jung Yoonhye	정윤혜	윤혜	1990-04-14	Rainbow	South Korea	F
Yoonhye	Jung Yoonhye	정윤혜	윤혜	2001-10-04	FANATICS	South Korea	F
Yoonji			윤지	1998-07-21	Lusty	South Korea	F
Yoonjo	Shin Yoonjo	신윤조	윤조	1992-12-14	UNI.T	South Korea	F
Yoonsan	Yoon Sanghyuk	윤상혁	윤산	1994-08-22	HOTSHOT	South Korea	M
Yoonsung	Cho Yoonsung	조윤성	윤성	2003-11-13	8TURN	South Korea	M
Yoonwoo	Lee Choonghyun	이충현	윤우	2000-08-28	TRENDZ	South Korea	M
Yoosung	Jeong Yoosung	정유성	유성	1992-10-08		South Korea	M
Yooyeon	Kim Yooyeon	김유연	유연	2001-02-09	tripleS	South Korea	F
Yooyoung	Lee Yooyoung	이유영	유영	1995-01-23	Hello Venus	South Korea	F
Yoseob	Yang Yoseob	양요섭	요섭	1990-01-05	Highlight	South Korea	M
Yoshi	Kanemoto Yoshinori	카네모토 요시노리	요시	2000-05-15	Treasure	Japan	M
You	Kim Taeyou	김태유	유	1999-11-17	ABLUE	South Korea	M
Youi	Kim Jihyeo	유아이	유아이	2000-04-24	Dreamnote	South Korea	F
Young K	Kang Young-hyun	강영현	영케이	1993-12-19	DAY6	South Korea	M
Youngbin	Kim Youngbin	김영빈	영빈	1993-11-23	SF9	South Korea	M
Youngbin	Jeong Youngbin	정영빈	영빈	1998-10-05	Luminous	South Korea	M
Youngbin	Lee Youngbin	이영빈	영빈	2001-11-23	BLANK2Y	South Korea	M
Youngeun	Seo Youngeun	서영은	영은	2004-12-27	Kep1er	South Korea	F
Youngheun	Go Youngheun	고영흔	영흔	1994-11-20		South Korea	F
Youngho	Noh Youngho	노영호	영호	1993-03-24	SIGNAL	South Korea	M
Younghoon	Kim Younghoon	김영훈	영훈	1997-08-08	The Boyz	South Korea	M
Youngjae	Yoo Youngjae	유영재	영재	1994-01-24	B.A.P	South Korea	M
Youngjae	Choi Youngjae	최영재	영재	1996-09-17	GOT7	South Korea	M
Youngjae	Jo Youngjae	주영채	영채	2003-10-19	KELT9b	South Korea	F
Youngji	Hur Youngji	허영지	영지	1994-08-30	KARA	South Korea	F
Youngmin	Jo Youngmin	조영민	영민	1995-04-24	Boyfriend	South Korea	M
Youngmin	Lim Youngmin	임영민	영민	1995-12-25		South Korea	M
Youngseo	Ryu Youngseo	류영서	영서	2002-06-13	BAE173	South Korea	M
Youngwoong	Cho Youngwoon	조영웅	영웅	1999-05-01	14U	South Korea	M
Yua	Mikami Yua	미카미 유아	유아	1993-08-16	Honey Popcorn	Japan	F
Yubeen	Jin Yubeen	진유빈	유빈	2006-09-05	TRACER	South Korea	F
Yubin	Kim Yubin	김유빈	유빈	1988-10-04	Wonder Girls	South Korea	F
Yubin	Bae Yubin	배유빈	유빈	1997-09-09	Oh My Girl	South Korea	F
Yubin	Cho Yubin	조유빈	유빈	1999-10-09		South Korea	F
Yubin	Kim Yubin	김유빈	유빈	2002-02-27	Bling Bling	South Korea	F
Yubin	Jang Yubin	장유빈	유빈	2004-06-10	Mirae	South Korea	M
Yubin	Gong Yubin	공유빈	유빈	2005-02-03	tripleS	South Korea	F
Yubin	Oh Yubin	오유빈	유빈	1998-11-26	ARTBEAT	South Korea	F
Yue	Nancy Yang	낸시 양	유에	2004-07-03	Lapillus	USA	F
Yuem	Park Subin	박수빈	유음	1996-12-25	H.U.B	South Korea	F
Yugyeom	Kim Yugyeom	김유겸	유겸	1997-11-17	GOT7	South Korea	M
Yuha	Kang Kyungwon	강경원	유하	1997-11-05	Hinapia	South Korea	F
Yujeong	Kim Yujeong	김유정	유정	1992-02-14		South Korea	F
Yujeong	Nam Yujeong	남유정	유정	1991-05-02	Brave Girls	South Korea	F
Yujeong	Lee Yujeong	이유정	유정	2004-06-14	LIGHTSUM	South Korea	F
Yuji	Son Yuji	손유지	유지	1998-11-25	3YE	South Korea	F
Yujin	Choi Yujin	최유진	유진	1996-08-12	Kep1er	South Korea	F
Yujin	Seo Yoojin	소유진	유진	1994-06-18	Playback	South Korea	F
Yujin	Jeong Yujin	정유진	유진	1989-10-23	S#aFLA	South Korea	F
Yujin	Ahn Yujin	안유진	유진	2003-09-01	IVE	South Korea	F
Yujin	Han Yujin	한유진	유진	2007-03-20	ZEROBASEONE	South Korea	M
Yuju	Choi Yuna	최유나	유주	1997-10-04	Gfriend	South Korea	F
Yuju	Choi Yuju	최유주	유주	1997-03-05	Cherry Bullet	South Korea	F
Yujun	Jung Yujun	정유준	유준	2005-10-05	xikers	South Korea	M
Yuki	Lim Jiyeon	임지연	유키	2002-01-30	Saturday	South Korea	F
Yuki	Mori Koyuki	모리 코유키	유키	2002-11-06	Purple Kiss	Japan	F
Yuku	Amanumu Yuku	아마누마 유쿠	유쿠	2002-05-12	DKB	Japan	M
Yukyung	Lee Yukyung	이유경	유경	1999-11-05	ALICE	South Korea	F
Yulhee	Kim Yulhee	김율희	율희	1997-11-27		South Korea	F
Yuna	Seo Yuna	서유나	유나	1992-12-30	AoA	South Korea	F
Yuna	Lee Yuna	이유나	유나	1993-04-06	Brave Girls	South Korea	F
Yuna	Shin Yuna	신유나	유나	2003-12-09	ITZY	South Korea	F
Yuna	Iimura Yuna	이이무라 유나	유나	2005-04-23	CSR	Japan	F
Yungyu	Lee Yungyu	이윤규	윤규	2005-11-07	8TURN	South Korea	M
Yunho	Jeong Yunho	정윤호	윤호	1999-03-23	ATEEZ	South Korea	M
Yunji	Lee Yunji	이윤지	윤지	1992-04-04	Playback	South Korea	F
Yunji	Kim Yunji	김윤지	윤지	1996-08-26	ARIAZ	South Korea	F
Yunjin	Huh Yunjin	허윤진	윤진	2001-10-08	LE SSERAFIM	South Korea	F
Yunju	Seo Yunju	서윤주	윤주	2005-12-26	mimiirose	South Korea	F
Yunkyung	Seo Yunkyung	서윤경	윤경	2001-11-01	Rocket Punch	South Korea	F
Yunmin	Yun Min	윤민	윤민	2001-02-26	Newkidd	South Korea	M
Yunseong	Hwang Yunseong	황윤성	윤성	2000-10-30	DRIPPIN	South Korea	M
Yunseul	Hwang Nayoon	황나윤	윤슬	1999-03-30	IRRIS	South Korea	F
Yunsung	Hwang Yunsung	황윤성	윤성	1996-03-19	Romeo	South Korea	M
Yuqi	Song Yuqi	송우기	우기	1999-09-23	(G)I-DLE	China	F
Yura	Kim Ahyoung	김아영	유라	1992-11-06	Girl's Day	South Korea	F
Yuri	Kwon Yuri	권유리 	유리	1989-12-05	SNSD	South Korea	F
Yuri	Jo Yuri	조유리	유리	2001-10-22	IZ*ONE	South Korea	F
Yurim	Park Yurim	박유림	유림	1998-04-13	3YE	South Korea	F
Yuta	Nakamoto Yuta	나카모토 유타	유타	1995-10-26	NCT	Japan	M
Yuto	Adachi Yuto	아다치 유토	유토	1998-01-23	PENTAGON	Japan	M
Yuuri	Tokunaga Yuuri	도쿠나가 유우리	유우리	2001-05-16	LUNARSOLAR	Japan	F
Yuvin	Song Yuvin	송유빈	유빈	1998-04-28	B.O.Y	South Korea	M
Yves	Ha Sooyoung	하수영	이브	1997-05-24		South Korea	F
YY	Kim Moonyong	김문용	와이와이	1991-08-30	UNVS	South Korea	M
Z-UK	Jeong Jaewook	정재욱	지욱	1993-01-27	WE:A	South Korea	M
Zayyan	Muhammad Rifki Fahri Zayyan	무하마드 리프키 파흐리 자얀	자얀	2000-02-23	XODIAC	Indonesia	M
Zelo	Choi Junhong	최준홍	젤로	1996-10-15	B.A.P	South Korea	M
Zero	Nasukawa Shota	나스카와 쇼타	제로	2003-01-20	T1419	Japan	M
Zhang Hao	Zhang Hao	장하오	장하오	2000-07-25	ZEROBASEONE	China	M
Zhou Mi	Zhou Mi	조미	조미	1986-04-19	Super Junior-M	China	M
Zico	Woo Jiho	우지호	지코	1992-09-14	Block B	South Korea	M
Zin	Jin Hyunbin	진현빈	지인	2001-08-31	bugAboo	South Korea	F
Ziu	Park Heejun	박희준	지우	1997-06-16	VAV	South Korea	M
ZN	Bae Jinye	배진예	지엔	1994-06-09	LABOUM	South Korea	F
Zoa	Cho Hyewon	조혜원	조아	2005-05-31	Weeekly	South Korea	F
Zuho	Bae Juho	백주호	주호	1996-07-04	SF9	South Korea	M
Zuny	Kim Joomi	김주미	주니	1994-12-08	Ladies' Code	South Korea	F
